ï»¿dummy        {'dummy', 'LANG:EN'}
past            {'-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', '-SPEC:iR', 'PF:past', '-COMP:N', '-SPEC:V', '-SPEC:INF', '-SPEC:Neg/fin', 'ARG', 'adjoinable', '-SPEC:P', '-float', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'LF:past', '-COMP:uWH', '-SPEC:*', 'PHI:NUM:_', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', '-COMP:T', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'P', 'PHI:PER:_'}
Pariisia        ['LANG:FI']
Pariisi-        {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'LF:Paris', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:Pariisi', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
Pekkaa          ['LANG:FI']
Pekka           ['LANG:FI']
Pekan           ['LANG:EN']
Pekan_gen       ['LANG:FI']
Pekan_acc       ['LANG:FI']
Pekka_0acc      ['LANG:FI']
Pekka-          {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-SEM:directional', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'LF:Pekka', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', 'PF:Pekka', '-COMP:v', '-COMP:C/fin'}
pelottaa        ['LANG:FI']
pelkaa          ['LANG:FI']
pelkaa-         {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', 'PF:pelkaa', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'PHI:PER:_', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', 'LF:fear', 'ASP', '-COMP:v'}
persuades       ['LANG:EN']
persuade-       {'SPEC:TO/inf', '-SPEC:FORCE', '!COMP:*', 'SEM:external', 'SPEC:P', '-VAL', '-COMP:N', 'PHI:PER:_', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', '-COMP:V', 'PF:persuade', 'COMP:P', 'LF:persuade', '-COMP:v', 'ASP', 'COMP:TO/inf'}
peruuntui       ['LANG:FI']
peruuntu-       {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'PF:peruuntui', 'SPEC:P', '-VAL', 'LF:cancelled', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
pesi            ['LANG:FI']
pesta           ['LANG:FI']
pese-           {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', 'PF:pese_asp', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', 'LF:wash', '-COMP:v', 'ASP:BOUNDED', 'ASP', 'PHI:PER:_'}
pese-           {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', 'PF:pese', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', 'LF:wash', '-COMP:v', 'ASP', 'PHI:PER:_'}
petardi         {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'LF:firecrackers', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', 'PF:petardi', '-COMP:v', '-COMP:C/fin'}
pieni           ['LANG:FI']
pieni-          {'2SPEC', 'LANG:FI', '0', 'LF:small', 'PF:pieni-', 'SPEC:D'}
poikien         ['LANG:FI']
poika-          {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', 'LF:boy', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:poika', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
puhelinta       ['LANG:FI']
puhelin-        {'LANG:FI', '0', 'PF:puhelin', 'LF:phone', '2SPEC', 'SPEC:D'}
punainen        ['LANG:FI']
puna-           {'LANG:FI', '0', 'PF:puna-', 'SPEC:D', '2SPEC', 'LF:red'}
presupposto     {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'PF:presupposto', '-SPEC:ADV', '-SPEC:T/fin', 'LF:presupposition', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
primary         {'-SPEC:FORCE', 'LF:nurse', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'PF:primary', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
promises        ['LANG:EN']
promise-        {'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', 'SPEC:P', '-VAL', '-COMP:N', 'SEM:internal', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PF:promise', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', 'LF:promise', '-COMP:v', 'ASP', 'PHI:PER:_'}
problem         {'-SPEC:FORCE', 'LF:problem', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'PF:problem', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
pyytaa          ['LANG:FI']
pyyta-          {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', 'SEM:external', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PF:pyyda', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP', 'PHI:PER:_', 'LF:ask'}
raced           ['FREQ:2', 'INFO:finite_verb', 'LANG:EN']
raced           ['FREQ:1', 'INFO:participle_verb', 'LANG:EN']
race-           {'SPEC:TO/inf', '-SPEC:FORCE', '-COMP:D', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', '-COMP:MA/inf', 'SPEC:ADV', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'CLASS:INTR', 'LF:race', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', 'PF:race', '-COMP:v', 'LAMG:EN', 'ASP', 'PHI:PER:_'}
raukesi         ['LANG:FI']
raukea-         {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '-VAL', 'PF:raukea', 'LF:terminate', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
red             ['LANG:EN']
red-            {'0', 'LANG:EN', 'PF:red', 'SPEC:D', '2SPEC', 'LF:red'}
saavuttaa       ['LANG:FI']
saavutta-       {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'PF:saavutta-', 'LF:reach', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '!COMP:D', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP:BOUNDED', 'ASP', 'PHI:PER:_'}
sanon           ['LANG:FI']
sanoo           ['LANG:FI']
sanoi           ['LANG:FI']
sano-           {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', 'LF:say', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'PF:sano-', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', 'COMP:VA/inf', '-SPEC:T/fin', 'V', '-COMP:P', 'SPEC:D', '-COMP:V', 'COMP:P', 'CLASS:TR', 'COMP:FORCE', '-COMP:v', 'ASP', 'PHI:PER:_'}
said            ['LANG:EN']
say'            {'SPEC:TO/inf', '-SPEC:FORCE', 'LF:say', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', '!COMP:FORCE', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', 'PF:say', '-COMP:v', 'ASP', 'PHI:PER:_'}
say-            {'SPEC:TO/inf', '-SPEC:FORCE', 'LF:say', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', '!COMP:FORCE', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', 'PF:say', '-COMP:v', 'ASP', 'PHI:PER:_'}
sala            ['LANG:IT']
sala-           {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LF:room', 'PF:sala', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
scoppiati       ['LANG:IT']
scoppia-        {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', 'LF:explode', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PF:scoppia', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', 'LANG:IT', '-COMP:v', 'ASP', 'PHI:PER:_'}
sentenza        {'-SPEC:FORCE', 'PF:sentenza', 'LF:sentence', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
Seine           ['LANG:EN']
Seine-          {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', 'PF:Seine', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', 'LF:Seine', '-COMP:C/fin'}
sembrano        ['LANG:IT']
sembra-         {'SPEC:TO/inf', '-SPEC:FORCE', '-COMP:D', 'LF:seem', 'SPEC:P', '-VAL', 'PF:sembra', '-COMP:N', 'SPEC:ADV', '-ASP', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', '-ARG', '-COMP:V', 'COMP:P', '!COMP:ARE/inf', '-COMP:v'}
sleeps          ['LANG:EN']
sleep           {'SPEC:TO/inf', '-SPEC:FORCE', '-COMP:D', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', '-COMP:MA/inf', 'SPEC:ADV', 'LF:sleep', 'PF:sleep', 'PHI:DET:_', 'CLASS:INTR', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
sleep-          {'SPEC:TO/inf', '-SPEC:FORCE', '-COMP:D', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', '-COMP:MA/inf', 'SPEC:ADV', 'LF:sleep', 'PF:sleep', 'PHI:DET:_', 'CLASS:INTR', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
solution        {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'LF:solution', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'PF:solution', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
sono            ['LANG:IT']
sono_pl         ['LANG:IT']
sopimuksen      ['LANG:FI']
sopimus         ['LANG:FI']
sopimus-        {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', '!COMP:A/inf', 'COMP:D/rel', '-SPEC:V', '-COMP:N', 'LF:agreement', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', 'PF:sopimus', '-COMP:v', '-COMP:C/fin'}
spinge          ['LANG:IT']
spinge-         {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PF:spinge', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', '!COMP:D', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'LF:push', 'LANG:IT', '-COMP:v', 'ASP', 'PHI:PER:_'}
ssa             {'LANG:FI', '-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', '-SPEC:iR', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'LF:in', 'adjoinable', '-SPEC:P', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', 'TAIL:V', '-COMP:uWH', 'PHI:NUM:_', '-SPEC:ADV', 'SPEC:*', '-SPEC:T/fin', '-COMP:T', 'COMP:n/MA', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'PF:ssa', 'P', 'PHI:PER:_'}
stanno          ['LANG:IT']
sta-            {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', 'LF:stay', '-VAL', '-COMP:N', 'SEM:internal', 'ARG', 'COMP:PRG', 'SPEC:ADV', '-ASP', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', 'PF:sta', '-COMP:V', 'COMP:P', '-COMP:v', 'PHI:PER:_'}
sti             {'LANG:FI', '-SPEC:FORCE', 'SPEC:*', '-SPEC:T/fin', '!COMP:*', '-SPEC:N', '-ARG', '-SPEC:Neg/fin', 'LF:by', 'TAIL:T', 'ADV', 'adjoinable', 'PF:sti'}
sukkaa          ['LANG:EN']
sukan           ['LANG:EN']
sukat           ['LANG:EN']
sukka-          {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'LF:socks', 'PF:sukka-', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
surprised       ['LANG:EN']
surprise-       {'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'LF:surprise', 'SPEC:ADV', 'PF:surprise', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP', 'PHI:PER:_'}
talo            {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'LF:house', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'PF:talo', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
tama            ['LANG:EN']
tama-           {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:tama', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'PHI', 'LF:this', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
tassa           ['LANG:EN']
taytyy          ['LANG:FI']
taydy           ['LANG:FI']
tayty-          {'LF:must', 'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '!COMP:A/inf', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', '-ASP', 'PHI:DET:_', 'PHI:NUM:_', 'MODAL', 'SPEC:*', 'PF:taytyy', 'V', '-SPEC:T/fin', '-COMP:V', 'COMP:P', 'FIN', '-COMP:v', 'PHI:PER:_'}
teki            ['LANG:FI']
teke-           {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:A/inf', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'LF:make', 'PHI:NUM:_', '!COMP:D', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', 'PF:teke', '-COMP:v', 'ASP:BOUNDED', 'ASP', 'PHI:PER:_'}
that            {'LF:that', '-SPEC:*', 'LANG:EN', 'COMP:T/fin', '!COMP:*', '-VAL', '-ARG', '!PROBE:FIN', 'FIN', 'FORCE', 'COMP:C/fin', 'PF:that'}
the             {'-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', 'LF:the', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', '-SPEC:P', '-COMP:T/fin', 'PHI:DEF:DEF', 'LANG:EN', '-SPEC:T/fin', '-COMP:P', 'PF:the', 'D', '-ARG', 'COMP:N', '-SPEC:MA/lla', 'adjoinable', 'OP'}
to              {'-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '-SPEC:iR', '-COMP:N', '-SPEC:Neg/fin', '-float', '-SPEC:v', 'PF:to', 'TAIL:V', '-SPEC:*', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', '-SPEC:N', '-SPEC:iWH', '-SPEC:C/fin', 'P', 'PHI:PER:_', '!COMP:*', '-VAL', '-SPEC:V', '-SPEC:INF', 'ARG', '-SPEC:P', '-COMP:T/fin', 'PHI:DET:_', '+SEM:directional', 'LF:to', 'PHI:GEN:_', '-COMP:uWH', 'PHI:NUM:_', '-COMP:T', '-COMP:A', 'adjoinable'}
to_inf          {'TO/inf', '!COMP:*', '-VAL', '?ARG', '-SPEC:V', 'LF:TO/inf', 'PF:TO/inf', '-SPEC:v', '-COMP:T/fin', 'LANG:EN', 'COMP:v', '-SPEC:T/fin', '-COMP:FORCE', 'INF', 'adjoinable', '-COMP:C/fin', 'COMP:V'}
towards         {'-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', '-SPEC:iR', 'LF:towards', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'adjoinable', '-SPEC:P', '-float', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'TAIL:V', '-SPEC:*', '-COMP:uWH', 'LANG:EN', 'PF:towards', '-SPEC:ADV', '-SPEC:T/fin', '-COMP:T', 'PHI:NUM:_', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'P', 'PHI:PER:_'}
tonaisi         ['LANG:FI']
tonaista        ['LANG:FI']
tonaise-        {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', 'PF:tonaise', '!COMP:*', 'SPEC:P', '-VAL', 'LF:nudge', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP', 'PHI:PER:_'}
tta             {'LANG:FI', '-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', 'PF:tta', '!COMP:*', '-VAL', '-SPEC:iR', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'adjoinable', '-SPEC:P', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', '-COMP:uWH', 'PHI:NUM:_', '-SPEC:ADV', 'SPEC:*', '-SPEC:T/fin', '-COMP:T', 'COMP:n/MA', '-SPEC:N', '-SPEC:iWH', '-COMP:A', 'LF:without', '-SPEC:C/fin', 'ADV', 'P', 'PHI:PER:_'}
tries           ['LANG:EN']
try-            {'SPEC:TO/inf', '-SPEC:FORCE', '!COMP:TO/inf', 'SPEC:P', '-VAL', '-COMP:N', 'SEM:internal', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'PF:try', 'LANG:EN', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', '!COMP:-ARG', '-COMP:v', 'LF:try', 'ASP', 'PHI:PER:_'}
verifiche       {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'PF:verifiche', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'LF:verification', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
virtaamalla     ['LANG:FI']
virtaa          ['LANG:FI']
virta-          {'!COMP:P', 'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', '-COMP:D', 'LF:flow', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', '-COMP:MA/inf', 'SPEC:ADV', 'PHI:DET:_', 'CLASS:INTR', 'PF:virtaa', 'PHI:NUM:_', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
voluto          ['LANG:IT']
vuole           ['LANG:IT']
volu-           {'SPEC:TO/inf', '-SPEC:FORCE', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'PHI:PER:_', 'SEM:internal', 'ARG', 'SPEC:ADV', 'PF:volu', 'PHI:DET:_', 'PHI:GEN:_', '-SPEC:*', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'LF:want'}
voitti          ['LANG:FI']
voittanut       ['LANG:FI']
voittaa         ['LANG:FI']
voitta-         {'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'PHI:PER:_', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'LF:win', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', 'SEM:achievement', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP:BOUNDED', 'ASP', 'PF:voitta'}
wants           ['LANG:EN']
