ï»¿dummy        {'LANG:EN', 'dummy'}
nukku-          {'SPEC:D', '-COMP:MA/inf', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', '-COMP:T/fin', 'PHI:NUM:_', 'SPEC:ADV', '-COMP:D', '-SPEC:T/fin', '-SPEC:FORCE', 'LF:sleep', 'ASP', '-COMP:Neg/fin', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'CLASS:INTR', 'V', 'PF:nukku', '-COMP:T', 'ARG', 'PHI:PER:_', 'PHI:DET:_'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'PF:omaisuuden', 'LANG:FI', 'COMP:R/D', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', 'LF:possessions', '-COMP:v', '-COMP:V', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
operatoria      ['LANG:IT']
operatoria-     {'2SPEC', 'SPEC:D', 'PF:operatoria', 'LANG:IT', 'LF:operation', '0'}
ostaa           ['LANG:FI']
osta-           {'PF:osta', 'LF:buy', 'ASP:BOUNDED', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', 'LF:day', 'SEM:nonreferential', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'PF:paiva', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
past            {'-SPEC:*', '-SPEC:C', '-COMP:A', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '-SPEC:P', '-COMP:T/fin', 'PF:past', '-float', '-SPEC:ADV', 'PHI:NUM:_', 'adjoinable', '-SPEC:Neg/fin', 'LANG:EN', '-SPEC:iWH', 'LF:past', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:ADV', '!COMP:*', '-SPEC:V', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'PHI:PER:_', 'PHI:DET:_', 'P'}
Pariisia        ['LANG:FI']
Pariisi-        {'-COMP:C/fin', '-COMP:A', 'LF:Paris', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'PF:Pariisi', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
Pekkaa          ['LANG:FI']
Pekka           ['LANG:FI']
Pekan           ['LANG:EN']
Pekan_gen       ['LANG:FI']
Pekan_acc       ['LANG:FI']
Pekka_0acc      ['LANG:FI']
Pekkahan        ['LANG:FI']
PEKKA           ['LANG:EN']
Pekka-          {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'PF:Pekka', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH', 'LF:Pekka', '-SEM:directional'}
pelottaa        ['LANG:FI']
pelkaa          ['LANG:FI']
pelkaa-         {'PF:pelkaa', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'LF:fear', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
persuades       ['LANG:EN']
persuade-       {'-VAL', 'LF:persuade', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'SEM:external', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'PF:persuade', '!COMP:*', 'ASP', '-COMP:V', 'COMP:TO/inf', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
peruuntui       ['LANG:FI']
peruuntu-       {'SPEC:D', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:cancelled', 'LANG:FI', 'PHI:NUM:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', 'PF:peruuntui', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
pesi            ['LANG:FI']
pesta           ['LANG:FI']
pese-           {'ASP:BOUNDED', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', 'PF:pese_asp', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', 'LF:wash', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
pese-           {'PF:pese', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', 'LF:wash', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
petardi         {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LF:firecrackers', '-SPEC:ADV', 'LANG:IT', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'PF:petardi', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
pieni           ['LANG:FI']
pieni-          {'SPEC:D', 'LF:small', 'LANG:FI', 'PF:pieni-', '2SPEC', '0'}
poikien         ['LANG:FI']
poika-          {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-COMP:WH', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'LF:boy', '-SPEC:V', 'COMP:R', '-COMP:v', '-COMP:V', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', 'PF:poika', '-SPEC:C/fin'}
puhelinta       ['LANG:FI']
puhelin-        {'SPEC:D', 'LF:phone', 'LANG:FI', 'PF:puhelin', '2SPEC', '0'}
punainen        ['LANG:FI']
puna-           {'LF:red', 'SPEC:D', 'LANG:FI', 'PF:puna-', '2SPEC', '0'}
presupposto     {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-COMP:WH', '-SPEC:ADV', 'LANG:IT', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'PF:presupposto', '-SPEC:C/fin', 'COMP:T/prt', 'LF:presupposition'}
primary         {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', 'LF:nurse', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:IT', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', 'PF:primary', '-SPEC:V', '-COMP:v', '-COMP:V', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
promises        ['LANG:EN']
promise-        {'SPEC:D', 'SEM:internal', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PF:promise', 'PHI:NUM:_', 'SPEC:ADV', 'LF:promise', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
problem         {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LF:problem', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH', 'PF:problem'}
pyytaa          ['LANG:FI']
pyyta-          {'-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:ask', 'LANG:FI', 'SEM:external', 'PHI:NUM:_', 'SPEC:ADV', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'PF:pyyda', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
raced           ['FREQ:2', 'INFO:finite_verb', 'LANG:EN']
raced           ['FREQ:1', 'INFO:participle_verb', 'LANG:EN']
race-           {'PF:race', 'SPEC:D', '-COMP:MA/inf', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LAMG:EN', '-COMP:T/fin', 'PHI:NUM:_', 'SPEC:ADV', '-COMP:D', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', 'COMP:P', '-COMP:v', 'SPEC:TO/inf', 'CLASS:INTR', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_', 'LF:race'}
raukesi         ['LANG:FI']
raukea-         {'-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'LF:terminate', 'PHI:NUM:_', 'SPEC:ADV', 'PF:raukea', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
red             ['LANG:EN']
red-            {'LANG:EN', 'LF:red', 'SPEC:D', 'PF:red', '2SPEC', '0'}
saavuttaa       ['LANG:FI']
saavutta-       {'ASP:BOUNDED', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:reach', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', '-SPEC:T/fin', 'PF:saavutta-', '-SPEC:FORCE', '!COMP:*', '!COMP:D', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
sanon           ['LANG:FI']
sanoo           ['LANG:FI']
sanoi           ['LANG:FI']
sano-           {'SPEC:D', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'COMP:VA/inf', 'LANG:FI', 'LF:say', '-PROBE:FORCE:OP:WH', 'PHI:NUM:_', 'SPEC:ADV', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PF:sano-', 'COMP:FORCE'}
said            ['LANG:EN']
say'            {'SPEC:D', 'PF:say', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:say', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_', '!COMP:FORCE'}
say-            {'SPEC:D', 'PF:say', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:say', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_', '!COMP:FORCE'}
sala            ['LANG:IT']
sala-           {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:IT', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', 'PF:sala', '-COMP:v', '-COMP:V', 'COMP:P', 'LF:room', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
scoppiati       ['LANG:IT']
scoppia-        {'LF:explode', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PF:scoppia', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:IT', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
sentenza        {'PF:sentenza', '-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:IT', 'LF:sentence', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
Seine           ['LANG:EN']
Seine-          {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'PF:Seine', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'LF:Seine', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
sembrano        ['LANG:IT']
sembra-         {'SPEC:D', 'SPEC:P', '-VAL', '-COMP:N', 'SPEC:ADV', '-COMP:D', 'PF:sembra', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'LF:seem', '!COMP:ARE/inf', '-ARG', '-COMP:V', '-COMP:v', '-ASP', 'COMP:P', 'SPEC:TO/inf', 'V'}
sleeps          ['LANG:EN']
sleep           {'SPEC:D', '-COMP:MA/inf', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', '-COMP:D', 'PF:sleep', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'LF:sleep', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'CLASS:INTR', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
sleep-          {'SPEC:D', '-COMP:MA/inf', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', '-COMP:D', 'PF:sleep', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'LF:sleep', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'CLASS:INTR', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
solution        {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', 'LF:solution', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-COMP:WH', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', 'PF:solution'}
sono            ['LANG:IT']
sono_pl         ['LANG:IT']
sopimuksen      ['LANG:FI']
sopimus         ['LANG:FI']
sopimus-        {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', 'LF:agreement', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-COMP:WH', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', '!COMP:A/inf', '-SPEC:C/fin', 'COMP:T/prt', 'PF:sopimus'}
spinge          ['LANG:IT']
spinge-         {'-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', 'LANG:IT', 'PF:spinge', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:D', 'ASP', '-COMP:V', '-COMP:v', 'SPEC:TO/inf', 'V', 'LF:push', 'ARG', 'PHI:DET:_', '-COMP:P'}
ssa             {'TAIL:V', '-SPEC:C', '-COMP:A', 'SPEC:*', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:NUM:_', 'adjoinable', '-SPEC:Neg/fin', 'PF:ssa', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:ADV', '!COMP:*', 'LF:in', '-SPEC:V', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'COMP:n/MA', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'PHI:PER:_', 'PHI:DET:_', 'P'}
stanno          ['LANG:IT']
sta-            {'SPEC:D', 'SEM:internal', 'PF:sta', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LF:stay', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '-COMP:V', '-COMP:v', '-ASP', 'COMP:P', 'COMP:PRG', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
sti             {'-SPEC:FORCE', '-SPEC:T/fin', '!COMP:*', '-ARG', 'SPEC:*', '-SPEC:N', 'ADV', 'LF:by', 'LANG:FI', 'adjoinable', 'TAIL:T', '-SPEC:Neg/fin', 'PF:sti'}
sukkaa          ['LANG:EN']
sukan           ['LANG:EN']
sukat           ['LANG:EN']
sukka-          {'-COMP:C/fin', '-COMP:A', 'LF:socks', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH', 'PF:sukka-'}
surprised       ['LANG:EN']
surprise-       {'-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', '-COMP:T/fin', 'PHI:NUM:_', 'SPEC:ADV', 'PHI:PER:_', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'PF:surprise', '!COMP:*', 'ASP', '-COMP:V', 'LF:surprise', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
talo            {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'LF:house', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH', 'PF:talo'}
taloa           ['LANG:EN']
tama            ['LANG:EN']
tama-           {'PF:tama', '-COMP:C/fin', '-COMP:A', 'COMP:D/rel', 'PHI', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'LF:this', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
tassa           ['LANG:EN']
taytyy          ['LANG:FI']
taydy           ['LANG:FI']
tayty-          {'SPEC:*', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PF:taytyy', 'LANG:FI', 'PHI:NUM:_', 'MODAL', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', '-COMP:V', '-COMP:v', '-ASP', 'LF:must', 'FIN', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', '!COMP:A/inf', 'PHI:PER:_'}
teki            ['LANG:FI']
teke-           {'ASP:BOUNDED', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', '!COMP:D', '-COMP:v', 'ASP', '-COMP:V', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PF:teke', 'CLASS:TR', 'LF:make', '-COMP:P', 'PHI:DET:_', '-COMP:A/inf'}
that            {'LANG:EN', 'LF:that', 'FORCE:DECL', 'PF:that', '-SPEC:*', 'COMP:T/fin', '-ARG', '!COMP:*', 'FORCE', '-VAL', '!PROBE:FIN', 'FIN', 'COMP:C/fin'}
the             {'PF:the', '-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', '-SPEC:INF', 'LF:the', '-SPEC:P', 'PHI:NUM:SG', '-COMP:T/fin', '-COMP:D', 'adjoinable', '-SPEC:Neg/fin', 'LANG:EN', '-SPEC:T/fin', '-COMP:uR', '!COMP:*', '-ARG', '-SPEC:V', 'PHI:PER:3', 'COMP:N', 'D', 'PHI:DET:DEF', '-COMP:P'}
to              {'-SPEC:*', 'TAIL:V', '-SPEC:C', '-SPEC:INF', '-COMP:N', 'PHI:GEN:_', '+SEM:directional', '-SPEC:P', '-COMP:T/fin', '-float', '-SPEC:ADV', 'adjoinable', 'LANG:EN', '-SPEC:iWH', '-SPEC:FORCE', '-COMP:ADV', '-SPEC:V', '-SPEC:iR', 'ARG', '-COMP:T', 'PHI:DET:_', 'P', '-COMP:A', '-VAL', '-SPEC:N', 'LF:to', 'PHI:NUM:_', 'PF:to', '-SPEC:Neg/fin', '-SPEC:T/fin', '!COMP:*', '-COMP:uWH', 'COMP:D', '-SPEC:C/fin', '-SPEC:v', 'PHI:PER:_'}
to_inf          {'-COMP:C/fin', '-VAL', 'TO/inf', 'COMP:v', '-COMP:T/fin', 'PF:TO/inf', 'adjoinable', '?ARG', 'LANG:EN', '-SPEC:T/fin', '-COMP:FORCE', '!COMP:*', '-SPEC:V', 'COMP:V', 'LF:TO/inf', 'INF', '-SPEC:v'}
towards         {'-SPEC:*', 'PF:towards', 'TAIL:V', '-SPEC:C', '-COMP:A', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '-SPEC:P', '-COMP:T/fin', '-float', '-SPEC:ADV', 'PHI:NUM:_', 'adjoinable', '-SPEC:Neg/fin', 'LF:towards', 'LANG:EN', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:ADV', '!COMP:*', '-SPEC:V', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'PHI:PER:_', 'PHI:DET:_', 'P'}
tonaisi         ['LANG:FI']
tonaista        ['LANG:FI']
tonaise-        {'LF:nudge', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'PF:tonaise', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
